image_name,x_min,x_max,y_min,y_max
image_14369,73,372,73,497
image_14370,57,375,52,332
image_14371,16,289,11,330
image_14372,0,237,28,359
image_14373,76,265,38,385
image_14374,3,399,3,311
image_14375,1,469,44,374
image_14376,61,525,94,395
image_14377,120,499,95,364
image_14378,1,499,0,374
image_14379,14,236,21,233
image_14380,83,472,27,310
image_14381,0,329,52,498
image_14382,140,435,105,295
image_14383,291,357,211,323
image_14384,0,138,57,498
image_14385,59,341,44,302
image_14386,0,499,0,328
image_14387,284,987,433,1548
image_14388,0,354,18,299
image_14389,63,498,0,374
image_14390,41,331,0,498
image_14391,36,438,22,316
image_14392,11,342,2,252
image_14393,205,499,32,374
image_14394,2,408,121,320
image_14395,55,298,17,490
image_14396,21,270,19,230
image_14397,57,285,125,336
image_14398,41,359,14,331
image_14399,5,394,111,282
image_14400,11,492,69,321
image_14401,63,415,10,498
image_14402,268,498,100,373
image_14403,78,250,0,198
image_14404,18,241,18,187
image_14405,6,137,36,284
image_14406,45,589,32,452
image_14407,890,1422,334,1698
image_14408,63,365,84,237
image_14409,2,324,128,498
image_14410,13,399,15,310
image_14411,55,503,65,400
image_14412,0,216,41,498
image_14413,16,275,106,498
image_14414,24,304,16,215
image_14415,53,279,158,316
image_14416,75,455,39,254
image_14417,9,498,0,373
image_14418,93,331,65,497
image_14419,0,498,0,321
image_14420,68,478,25,365
image_14421,121,371,71,498
image_14422,9,499,35,343
image_14423,10,432,20,268
image_14424,100,307,106,313
image_14425,69,377,0,373
image_14426,156,254,12,332
image_14427,123,493,53,497
image_14428,0,451,0,374
image_14429,224,388,61,281
image_14430,6,320,13,245
image_14431,1,270,8,498
image_14432,246,325,170,300
image_14433,5,232,0,198
image_14434,74,234,0,222
image_14435,5,387,6,297
image_14436,0,381,3,374
image_14437,63,414,0,347
image_14438,5,354,8,492
image_14439,126,380,40,321
image_14440,45,266,142,374
image_14441,99,334,59,435
image_14442,90,386,110,399
image_14443,85,331,71,498
image_14444,142,374,67,201
image_14445,0,462,16,351
image_14446,52,372,1,498
image_14447,14,396,320,727
image_14448,156,470,32,478
image_14449,58,308,58,427
image_14450,1,410,0,276
image_14451,83,412,88,270
image_14452,34,245,36,270
image_14453,42,371,25,402
image_14454,51,371,42,258
image_14455,543,972,348,1128
image_14456,149,493,28,312
image_14457,154,341,49,279
image_14458,107,366,34,331
image_14459,4,229,5,197
image_14460,103,406,33,475
image_14461,7,195,3,152
image_14462,139,292,53,360
image_14463,7,185,12,189
image_14464,6,204,31,199
image_14465,75,156,26,159
image_14466,180,427,14,319
image_14467,238,412,119,367
image_14468,0,327,140,496
image_14469,91,273,6,483
image_14470,176,236,135,251
image_14471,1,498,1,331
image_14472,40,326,97,342
image_14473,38,373,63,498
image_14474,40,444,0,496
image_14475,21,216,14,271
image_14476,95,204,15,229
image_14477,55,366,111,446
image_14478,36,315,12,498
image_14479,14,499,0,374
image_14480,1,418,5,448
image_14481,60,317,91,317
image_14482,8,255,110,465
image_14483,0,331,17,498
image_14484,0,474,0,298
image_14485,6,331,82,498
image_14486,91,371,40,353
image_14487,177,499,85,302
image_14488,117,452,48,340
image_14489,237,330,212,402
image_14490,266,364,4,261
image_14491,213,450,50,371
image_14492,73,264,18,354
image_14493,48,325,10,498
image_14494,87,351,29,332
image_14495,12,419,1,374
image_14496,1,460,54,329
image_14497,68,272,51,393
image_14498,48,327,1,498
image_14499,26,399,54,307
image_14500,308,499,41,351
image_14501,130,318,61,373
image_14502,1,177,2,145
image_14503,1,340,56,498
image_14504,102,233,72,285
image_14505,0,390,85,374
image_14506,13,429,77,498
image_14507,6,280,7,297
image_14508,133,499,28,332
image_14509,139,343,1,356
image_14510,0,492,0,374
image_14511,117,328,113,413
image_14512,97,306,201,497
image_14513,122,386,60,498
image_14514,1,396,80,396
image_14515,34,428,2,359
image_14516,155,386,46,374
image_14517,66,264,26,496
image_14518,0,301,2,477
image_14519,193,464,80,429
image_14520,135,469,11,373
image_14521,0,310,7,498
image_14522,190,405,237,486
image_14523,84,476,27,363
image_14524,1,309,24,472
image_14525,2,388,116,457
image_14526,66,431,44,357
image_14527,119,339,70,321
image_14528,35,445,97,328
image_14529,35,461,27,305
image_14530,0,441,0,381
image_14531,1,326,49,374
image_14532,184,344,39,301
image_14533,17,267,8,209
image_14534,221,370,56,485
image_14535,117,427,31,332
image_14536,48,386,28,321
image_14537,0,330,0,498
image_14538,102,303,25,461
image_14539,27,462,24,338
image_14540,63,318,75,333
image_14541,92,321,35,374
image_14542,89,247,2,199
image_14543,88,359,82,452
image_14544,35,441,26,247
image_14545,1,499,8,332
image_14546,101,273,6,286
image_14547,99,237,104,443
image_14548,57,455,32,346
image_14549,0,331,0,498
image_14550,6,121,27,315
image_14551,37,474,65,277
image_14552,1,342,0,374
image_14553,75,200,35,324
image_14554,17,299,0,446
image_14555,113,431,44,362
image_14556,36,495,63,301
image_14557,8,400,106,372
image_14558,61,449,123,374
image_14559,239,325,92,240
image_14560,102,356,166,475
image_14561,144,388,43,322
image_14562,113,302,30,363
image_14563,18,353,13,455
image_14564,6,380,0,331
image_14565,61,249,11,241
image_14566,1,178,1,186
image_14567,0,499,62,364
image_14568,0,426,40,374
image_14569,137,298,13,309
image_14570,1,331,110,498
image_14571,308,485,0,257
image_14572,62,175,33,319
image_14573,59,248,24,216
image_14574,70,279,65,272
image_14575,7,344,57,435
image_14576,1,263,140,498
image_14577,11,352,5,277
image_14578,1,214,27,349
image_14579,63,217,102,495
image_14580,48,311,152,418
image_14581,53,387,63,216
image_14582,17,486,68,340
image_14583,21,499,34,374
image_14584,1,473,8,460
image_14585,62,336,60,218
image_14586,36,420,103,389
image_14587,122,244,37,211
image_14588,0,441,76,331
image_14589,16,110,236,453
image_14590,137,263,112,301
image_14591,93,224,151,305
image_14592,111,393,118,327
image_14593,100,297,80,472
image_14594,2,145,22,180
image_14595,56,424,42,373
image_14596,25,275,126,456
image_14597,0,323,60,440
image_14598,71,326,130,475
image_14599,42,347,50,508
image_14600,60,315,81,491
image_14601,84,438,37,374
image_14602,179,352,68,281
image_14603,61,300,23,370
image_14604,10,185,8,348
image_14605,81,371,67,451
image_14606,680,1264,707,1489
image_14607,0,283,53,371
image_14608,2,297,4,416
image_14609,110,235,30,480
image_14610,128,288,182,465
image_14611,205,294,91,356
image_14612,52,241,0,302
image_14613,63,216,10,375
image_14614,75,267,61,481
image_14615,84,499,2,382
image_14616,1,373,0,498
image_14617,13,273,37,263
image_14618,78,249,40,361
image_14619,67,239,116,259
image_14620,715,1021,9,753
image_14621,78,497,45,330
image_14622,30,257,42,498
image_14623,0,380,135,402
image_14624,158,408,200,498
image_14625,201,301,41,290
image_14626,0,373,91,498
image_14627,0,300,56,498
image_14628,271,1494,61,1157
image_14629,118,336,44,356
image_14630,21,361,70,497
image_14631,80,340,138,445
image_14632,198,286,45,269
image_14633,111,348,137,370
image_14634,171,324,49,325
image_14635,90,345,27,331
image_14636,0,188,0,229
image_14637,60,447,47,327
image_14638,111,285,366,498
image_14639,19,232,10,192
image_14640,103,496,27,293
image_14641,15,255,12,391
image_14642,151,499,6,300
image_14643,158,598,1,397
image_14644,183,436,58,368
image_14645,139,287,12,284
image_14646,2,323,21,463
image_14647,14,481,14,421
image_14648,0,343,23,332
image_14649,100,347,30,285
image_14650,18,296,45,498
image_14651,30,474,21,323
image_14652,161,316,45,273
image_14653,183,438,46,491
image_14654,34,241,61,333
image_14655,335,1229,251,782
image_14656,97,458,35,374
image_14657,97,470,8,319
image_14658,52,390,2,372
image_14659,92,476,1,368
image_14660,90,323,68,446
image_14661,0,312,65,498
image_14662,154,499,3,332
image_14663,146,328,50,291
image_14664,0,293,2,478
image_14665,57,255,133,394
image_14666,8,296,46,477
image_14667,43,485,27,332
image_14668,168,322,85,322
image_14669,19,303,43,313
image_14670,64,352,57,349
image_14671,63,302,22,332
image_14672,77,321,35,374
image_14673,67,214,23,290
image_14674,0,237,0,374
image_14675,122,372,148,341
image_14676,73,266,28,283
image_14677,125,485,36,323
image_14678,52,358,36,374
image_14679,0,323,70,498
image_14680,72,172,225,486
image_14681,24,219,90,332
image_14682,15,192,9,174
image_14683,108,332,58,497
image_14684,74,353,49,373
image_14685,58,482,12,374
image_14686,103,356,153,342
image_14687,10,331,23,498
image_14688,86,499,0,333
image_14689,170,446,40,328
image_14690,78,330,52,272
image_14691,151,356,42,307
image_14692,138,499,58,375
image_14693,40,247,56,477
image_14694,45,152,130,471
image_14695,149,366,140,309
image_14696,55,366,26,443
image_14697,122,363,90,320
image_14698,0,333,82,498
image_14699,80,281,66,456
image_14700,1,479,11,483
image_14701,22,189,0,147
image_14702,202,450,17,374
image_14703,111,367,118,317
image_14704,30,451,47,285
image_14705,127,345,117,374
image_14706,55,316,127,498
image_14707,222,423,92,370
image_14708,165,499,0,331
image_14709,78,290,0,337
image_14710,153,474,33,332
image_14711,80,499,12,333
image_14712,23,308,4,320
image_14713,14,431,17,338
image_14714,119,270,82,231
image_14715,86,258,68,498
image_14716,118,499,0,332
image_14717,40,302,131,498
image_14718,34,291,11,374
image_14719,0,378,62,332
image_14720,41,328,26,342
image_14721,43,339,0,399
image_14722,52,281,52,498
image_14723,149,421,54,332
image_14724,0,361,16,282
image_14725,97,404,7,374
image_14726,157,340,18,374
image_14727,116,345,114,358
image_14728,132,306,87,305
image_14729,62,373,33,498
image_14730,27,275,33,498
image_14731,1,304,21,326
image_14732,181,416,77,352
image_14733,79,262,90,280
image_14734,230,369,42,205
image_14735,1,267,100,498
image_14736,0,233,0,359
image_14737,13,259,6,357
image_14738,1,327,0,498
image_14739,6,312,2,498
image_14740,0,377,36,498
image_14741,15,345,0,318
image_14742,72,497,102,398
image_14743,100,450,2,408
image_14744,79,494,2,447
image_14745,21,475,14,367
image_14746,190,479,0,359
image_14747,38,293,76,458
image_14748,43,279,13,486
image_14749,0,175,70,498
image_14750,197,499,56,374
image_14751,96,300,50,383
image_14752,112,321,30,361
image_14753,110,372,74,355
image_14754,100,355,23,490
image_14755,0,423,0,324
image_14756,92,405,23,377
image_14757,40,295,47,495
image_14758,102,340,8,490
image_14759,82,264,233,399
image_14760,85,417,43,330
image_14761,64,318,11,355
image_14762,165,326,130,306
image_14763,39,499,67,374
image_14764,84,444,4,372
image_14765,64,360,64,251
image_14766,147,410,32,331
image_14767,134,259,86,296
image_14768,213,406,0,332
image_14769,81,235,64,302
image_14770,60,270,28,215
image_14771,143,437,87,332
image_14772,235,435,124,297
image_14773,165,412,0,373
image_14774,338,463,12,318
image_14775,0,311,66,330
image_14776,153,426,1,374
image_14777,118,498,0,327
image_14778,148,332,87,328
image_14779,80,427,46,372
image_14780,135,387,198,482
image_14781,63,417,77,319
image_14782,11,367,56,457
image_14783,184,320,58,324
image_14784,127,452,44,369
image_14785,100,436,0,374
image_14786,70,499,24,374
image_14787,56,466,0,332
image_14788,178,278,116,334
image_14789,8,486,53,332
image_14790,97,397,39,374
image_14791,116,308,58,453
image_14792,63,345,13,487
image_14793,87,275,61,481
image_14794,63,396,30,498
image_14795,36,370,36,498
image_14796,129,497,37,332
image_14797,0,499,0,372
image_14798,5,351,0,374
image_14799,172,349,58,309
image_14800,26,305,12,486
image_14801,197,278,112,280
image_14802,0,383,15,332
image_14803,101,499,14,332
image_14804,191,499,35,399
image_14805,140,325,3,327
image_14806,226,498,56,317
image_14807,90,467,16,374
image_14808,0,393,4,333
image_14809,105,271,165,390
image_14810,107,266,91,498
image_14811,61,370,31,374
image_14812,35,267,73,498
image_14813,204,332,120,336
image_14814,11,233,45,473
image_14815,79,406,32,313
image_14816,181,499,51,330
image_14817,1,373,217,476
image_14818,1,314,21,332
image_14819,28,440,144,332
image_14820,11,407,18,497
image_14821,68,266,93,403
image_14822,62,470,21,372
image_14823,63,399,9,352
image_14824,29,407,9,341
image_14825,97,350,1,349
image_14826,109,374,36,354
image_14827,97,248,125,360
image_14828,23,479,62,374
image_14829,0,173,75,279
image_14830,16,369,65,498
image_14831,0,294,58,510
image_14832,83,231,92,369
image_14833,102,256,100,526
image_14834,162,499,44,332
image_14835,53,282,102,457
image_14836,42,331,43,497
image_14837,183,296,71,294
image_14838,212,404,106,320
image_14839,392,499,170,319
image_14840,176,264,74,242
image_14841,93,310,118,332
image_14842,176,359,83,167
image_14843,0,331,95,497
image_14844,15,373,2,457
image_14845,51,276,49,470
image_14846,1,483,4,332
image_14847,63,286,60,503
image_14848,109,278,148,374
image_14849,118,198,223,372
image_14850,0,499,56,348
image_14851,148,499,188,374
image_14852,0,452,14,332
image_14853,179,313,0,328
image_14854,42,331,47,498
image_14855,11,357,4,374
image_14856,76,310,213,478
image_14857,95,365,125,480
image_14858,0,444,54,274
image_14859,162,305,112,371
image_14860,71,255,5,379
image_14861,0,246,13,462
image_14862,106,303,77,337
image_14863,123,312,296,498
image_14864,0,364,107,374
image_14865,87,340,150,453
image_14866,108,274,378,498
image_14867,0,486,31,498
image_14868,0,499,10,398
image_14869,135,385,65,287
image_14870,76,328,200,425
image_14871,57,361,24,332
image_14872,0,483,4,331
image_14873,86,408,0,230
image_14874,161,387,83,264
image_14875,134,285,243,490
image_14876,231,464,140,323
image_14877,196,323,0,338
image_14878,46,499,39,333
image_14879,0,199,14,279
image_14880,269,437,27,294
image_14881,27,226,148,390
image_14882,287,417,186,372
image_14883,63,330,43,498
image_14884,20,331,11,498
image_14885,106,339,85,399
image_14886,60,499,0,301
image_14887,259,384,181,374
image_14888,92,288,120,471
image_14889,0,331,70,432
image_14890,40,331,95,498
image_14891,121,415,130,498
image_14892,0,417,172,373
image_14893,58,406,61,374
image_14894,110,373,213,498
image_14895,8,227,103,332
image_14896,57,316,137,258
image_14897,91,239,73,436
image_14898,62,248,146,433
image_14899,64,427,25,332
image_14900,36,320,96,331
image_14901,210,431,152,374
image_14902,70,177,163,353
image_14903,32,499,31,286
image_14904,0,191,90,491
image_14905,196,312,15,347
image_14906,200,499,13,260
image_14907,90,243,58,224
image_14908,211,316,107,324
image_14909,141,499,74,374
image_14910,1,322,72,498
image_14911,0,495,20,332
image_14912,130,499,124,299
image_14913,205,355,133,478
image_14914,147,306,82,314
image_14915,5,257,220,498
image_14916,67,260,53,498
image_14917,45,952,195,1339
image_14918,0,499,29,332
image_14919,11,331,60,498
image_14920,155,272,230,417
image_14921,58,331,75,463
image_14922,76,315,43,457
image_14923,67,331,0,476
image_14924,95,251,160,477
image_14925,7,190,10,180
image_14926,0,171,27,402
image_14927,65,258,226,498
image_14928,72,499,1,336
image_14929,76,499,1,355
image_14930,52,321,25,320
image_14931,91,164,263,437
image_14932,0,379,19,333
image_14933,171,381,120,265
image_14934,180,255,131,303
image_14935,0,420,103,351
image_14936,157,277,113,259
image_14937,0,406,12,316
image_14938,206,291,285,445
image_14939,71,325,121,456
image_14940,102,290,166,432
image_14941,51,238,139,332
image_14942,51,331,51,498
image_14943,95,245,157,476
image_14944,352,452,108,341
image_14945,156,324,103,360
image_14946,0,499,0,309
image_14947,164,261,123,277
image_14948,50,300,42,335
image_14949,61,499,71,307
image_14950,135,299,76,369
image_14951,95,299,140,498
image_14952,32,498,27,498
image_14953,66,217,127,417
image_14954,106,231,190,426
image_14955,0,499,0,374
image_14956,146,235,267,463
image_14957,0,331,2,498
image_14958,165,375,36,308
image_14959,0,380,2,374
image_14960,43,487,23,484
image_14961,60,471,0,331
image_14962,143,499,0,332
image_14963,103,206,157,331
image_14964,256,414,131,374
image_14965,121,237,55,338
image_14966,110,499,0,331
image_14967,0,486,48,280
image_14968,21,264,235,498
image_14969,15,214,30,212
image_14970,0,499,0,332
image_14971,220,270,132,218
image_14972,179,449,10,374
image_14973,173,315,101,323
image_14974,42,319,131,273
image_14975,2,306,92,497
image_14976,123,303,150,330
image_14977,52,191,11,293
image_14978,109,170,192,264
image_14979,215,354,49,298
image_14980,0,319,11,387
image_14981,13,199,46,317
image_14982,63,180,212,498
image_14983,2,494,36,334
image_14984,1,331,71,437
image_14985,98,376,23,426
image_14986,0,499,29,332
image_14987,152,499,45,374
image_14988,0,498,1,431
image_14989,0,311,52,498
image_14990,0,316,77,498
image_14991,147,258,162,247
image_14992,12,210,28,241
image_14993,86,423,29,332
image_14994,115,248,119,246
image_14995,18,370,6,498
image_14996,30,360,100,498
image_14997,134,297,129,257
image_14998,9,410,38,413
image_14999,7,329,81,301
image_15000,28,331,12,498
image_15001,105,346,20,472
image_15002,1,299,88,374
image_15003,5,287,158,285
image_15004,8,305,55,433
image_15005,74,388,18,340
image_15006,114,336,30,310
image_15007,170,375,24,324
image_15008,74,376,64,331
image_15009,75,242,112,476
image_15010,58,419,49,312
image_15011,82,439,58,311
image_15012,268,499,170,374
image_15013,83,223,49,221
image_15014,11,376,40,491
image_15015,0,449,37,374
image_15016,216,499,85,385
image_15017,96,396,10,329
image_15018,124,341,81,279
image_15019,155,320,102,290
image_15020,0,474,49,266
image_15021,95,489,0,332
